strategy,sharpe_ratio,max_drawdown
Buy_and_Hold,0.7372505341801191,-0.3843985245274209
Rule_Based,1.2386077451348194,-0.0897525124881707
HMM_Based,1.1416075787169617,-0.21275052826977342
