hmm_state,avg_daily_return,annualized_return,annualized_volatility,sharpe_ratio,max_drawdown,num_days
0,0.0001575857384614295,0.039711606092280236,0.1476995743502897,0.26886743761426657,-0.14569855416050556,1736
1,0.0010271571923669055,0.2588436124764602,0.09929433268967179,2.6068316837924033,-0.0454786668862992,1286
2,0.0003298768090834998,0.08312895588904194,0.2503558693343763,0.3320431676319702,-0.34994492122429227,891
