date,open,high,low,close,volume,returns,volatility_20d,cum_returns,rolling_max,drawdown,vol_state,risk_regime,risk_signal,hmm_state
2013-02-08,5929.10009765625,5953.7001953125,5883.64990234375,5903.5,192600,-0.005943929051058117,0.09020001806404483,1.1283016283071319,1.2043785729630572,-0.06316696955904649,Low Volatility,Medium Risk,NEUTRAL,0
2013-02-11,5920.0498046875,5924.14990234375,5879.10009765625,5897.85009765625,122000,-0.0009570428294656264,0.07691185744721016,1.1272217953242862,1.2043785729630572,-0.06406355889323649,Low Volatility,Medium Risk,NEUTRAL,0
2013-02-12,5894.35009765625,5927.64990234375,5886.4501953125,5922.5,142800,0.004179472508727411,0.0756630254493873,1.1319329878290825,1.2043785729630572,-0.06015183826771458,Low Volatility,Medium Risk,NEUTRAL,0
2013-02-13,5943.14990234375,5969.5,5922.9501953125,5932.9501953125,142600,0.0017644905550864287,0.07016072568412195,1.1339302728950977,1.2043785729630572,-0.05849348506312255,Low Volatility,Medium Risk,NEUTRAL,0
2013-02-14,5933.2001953125,5940.2001953125,5884.5498046875,5896.9501953125,143800,-0.006067807551872417,0.06791087895168518,1.1270498022219282,1.2043785729630572,-0.06420636540459355,Low Volatility,Medium Risk,NEUTRAL,0
2013-02-15,5869.9501953125,5899.9501953125,5853.89990234375,5887.39990234375,125100,-0.0016195308850228685,0.06489856066667188,1.1252245102582707,1.2043785729630572,-0.06572191209782871,Low Volatility,Medium Risk,NEUTRAL,0
2013-02-18,5888.64990234375,5911.0,5878.4501953125,5898.2001953125,114300,0.0018344758548591855,0.06400357078556232,1.1272887074536353,1.2043785729630572,-0.06400800150384817,Low Volatility,Medium Risk,NEUTRAL,0
2013-02-19,5900.2001953125,5947.5498046875,5883.14990234375,5939.7001953125,101000,0.007036044662061647,0.0689108247484046,1.1352203611463167,1.2043785729630572,-0.057422319999096964,Low Volatility,Medium Risk,NEUTRAL,0
2013-02-20,5966.2998046875,5971.0,5937.5498046875,5943.0498046875,135400,0.0005639357652500454,0.06878379986194967,1.1358605525094072,1.2043785729630572,-0.056890766733818064,Low Volatility,Medium Risk,NEUTRAL,0
2013-02-21,5909.64990234375,5921.14990234375,5844.39990234375,5852.25,159400,-0.015278317980085387,0.08422481387894214,1.118506513807133,1.2043785729630572,-0.07129988948961327,Low Volatility,Medium Risk,NEUTRAL,0
2013-02-22,5837.9501953125,5873.7998046875,5835.7998046875,5850.2998046875,157000,-0.0003332385514118741,0.07459164155485834,1.1181337843167272,1.2043785729630572,-0.07160936816913585,Low Volatility,Medium Risk,NEUTRAL,0
2013-02-25,5870.5498046875,5878.39990234375,5825.0,5854.75,125100,0.0007606781636959603,0.07488467576741091,1.1189843242705477,1.2043785729630572,-0.07090316168812213,Low Volatility,Medium Risk,NEUTRAL,0
2013-02-26,5838.2998046875,5838.85009765625,5748.60009765625,5761.35009765625,157400,-0.01595284211003889,0.089949296532038,1.1011333440218511,1.2043785729630572,-0.08572489685464783,Low Volatility,Medium Risk,NEUTRAL,0
2013-02-27,5784.89990234375,5818.2001953125,5749.7001953125,5796.89990234375,175200,0.006170394800684376,0.09434106935630564,1.1079277714826639,1.2043785729630572,-0.08008345851180451,Low Volatility,Medium Risk,NEUTRAL,0
2013-02-28,5834.35009765625,5849.89990234375,5671.89990234375,5693.0498046875,334900,-0.017914764685562745,0.10967821455268384,1.088079506167952,1.2043785729630572,-0.09656354688292224,Low Volatility,Medium Risk,NEUTRAL,0
2013-03-01,5702.4501953125,5739.4501953125,5679.89990234375,5719.7001953125,174500,0.004681215084936907,0.11220784843851146,1.0931730403658362,1.2043785729630572,-0.09233436653030865,Low Volatility,Medium Risk,NEUTRAL,0
2013-03-04,5704.7001953125,5712.0,5663.60009765625,5698.5,144900,-0.0037065221232879253,0.11229622536284371,1.0891211703071382,1.2043785729630572,-0.09569864928131229,Low Volatility,Medium Risk,NEUTRAL,0
2013-03-05,5722.4501953125,5790.10009765625,5722.39990234375,5784.25,154400,0.01504781960164947,0.1277065766595217,1.1055100692022573,1.2043785729630572,-0.0820908856901696,Medium Volatility,Medium Risk,NEUTRAL,0
2013-03-06,5816.39990234375,5828.7001953125,5795.0498046875,5818.60009765625,156900,0.005938556883995361,0.13025429215937562,1.1120752036340444,1.2043785729630572,-0.07663983020050293,Medium Volatility,Medium Risk,NEUTRAL,0
2013-03-07,5801.2998046875,5878.0,5801.2998046875,5863.2998046875,134700,0.007682209858219213,0.1336178195402666,1.120618398726483,1.2043785729630572,-0.06954638360138225,Medium Volatility,Medium Risk,NEUTRAL,0
2013-03-08,5883.64990234375,5952.85009765625,5883.0,5945.7001953125,150800,0.014053586439350063,0.1416360442388768,1.1363671062585117,1.2043785729630572,-0.05647017327551847,Medium Volatility,Medium Risk,NEUTRAL,0
2013-03-11,5946.10009765625,5971.2001953125,5930.35009765625,5942.35009765625,125400,-0.0005634488026979856,0.14159312768195104,1.135726821573065,1.2043785729630572,-0.057001804026696225,Medium Volatility,Medium Risk,NEUTRAL,0
2013-03-12,5944.60009765625,5952.0,5893.64990234375,5914.10009765625,115900,-0.00475401138198539,0.14199235198070992,1.1303275633364804,1.2043785729630572,-0.06148482818354504,Medium Volatility,Medium Risk,NEUTRAL,0
2013-03-13,5884.7998046875,5893.85009765625,5842.25,5851.2001953125,116700,-0.01063558298052436,0.14665616124118325,1.1183058707414415,1.2043785729630572,-0.07146648417187994,Medium Volatility,Medium Risk,NEUTRAL,0
2013-03-14,5845.9501953125,5920.14990234375,5791.75,5908.9501953125,149000,0.009869769974075515,0.1497306163226918,1.1293432924463178,1.2043785729630572,-0.062302071957436735,Medium Volatility,Medium Risk,NEUTRAL,0
2013-03-15,5914.89990234375,5945.64990234375,5861.0,5872.60009765625,152200,-0.006151701479069183,0.15129469936921072,1.122395909643799,1.2043785729630572,-0.06807050968829624,Medium Volatility,Medium Risk,NEUTRAL,0
2013-03-18,5816.75,5850.2001953125,5814.35009765625,5835.25,102700,-0.0063600614779059095,0.1527071312858463,1.1152574026559143,1.2043785729630572,-0.07399763853975216,Medium Volatility,Medium Risk,NEUTRAL,0
2013-03-19,5859.5,5863.60009765625,5724.2998046875,5745.9501953125,182300,-0.015303509650400615,0.15857606723547465,1.0981900502316888,1.2043785729630572,-0.08816872461465285,High Volatility,Medium Risk,NEUTRAL,0
2013-03-20,5740.5498046875,5745.2998046875,5682.2998046875,5694.39990234375,187600,-0.008971587155559457,0.16044418980434647,1.088337542482667,1.2043785729630572,-0.0963492983729375,High Volatility,Medium Risk,NEUTRAL,0
2013-03-21,5705.89990234375,5757.75,5647.9501953125,5658.75,179200,-0.00626051962544405,0.15365960491501543,1.0815239839388466,1.2043785729630572,-0.10200662132501999,Medium Volatility,Medium Risk,NEUTRAL,0
2013-03-22,5659.7998046875,5691.4501953125,5631.7998046875,5651.35009765625,165300,-0.0013076920421912774,0.15358901407069683,1.0801096836316109,1.2043785729630572,-0.10318092012025366,Medium Volatility,Medium Risk,NEUTRAL,0
2013-03-25,5707.2998046875,5718.39990234375,5624.39990234375,5633.85009765625,150400,-0.003096605182407286,0.1533849012190587,1.0767650103877089,1.2043785729630572,-0.10595801473069105,Medium Volatility,Medium Risk,NEUTRAL,0
2013-03-26,5613.75,5655.2998046875,5612.0498046875,5641.60009765625,126500,0.0013756134553923882,0.14436130620293938,1.078246222824294,1.2043785729630572,-0.10472815854606887,Medium Volatility,Medium Risk,NEUTRAL,0
2013-03-28,5647.75,5692.9501953125,5604.85009765625,5682.5498046875,209700,0.007258527070761689,0.1451288094223455,1.0860727022216106,1.2043785729630572,-0.09822980364918489,Medium Volatility,Medium Risk,NEUTRAL,0
2013-04-01,5697.35009765625,5720.9501953125,5675.89990234375,5704.39990234375,97800,0.0038451220679536213,0.131299579039662,1.0902487843363249,1.2043785729630572,-0.09476238716697352,Medium Volatility,Medium Risk,NEUTRAL,0
2013-04-02,5701.7001953125,5754.60009765625,5687.14990234375,5748.10009765625,106400,0.007660787472937303,0.1330826525014686,1.0986009485657537,1.2043785729630572,-0.08782755420255059,Medium Volatility,Medium Risk,NEUTRAL,0
2013-04-03,5740.2001953125,5744.9501953125,5650.10009765625,5672.89990234375,140700,-0.013082617566656962,0.14074953671176477,1.0842283724973014,1.2043785729630572,-0.09976115746576074,Medium Volatility,Medium Risk,NEUTRAL,0
2013-04-04,5640.64990234375,5644.4501953125,5565.64990234375,5574.75,134600,-0.017301539606436434,0.14114635731127448,1.0654695523681172,1.2043785729630572,-0.11533667545511937,Medium Volatility,Medium Risk,NEUTRAL,0
2013-04-05,5568.10009765625,5577.2998046875,5534.7001953125,5553.25,137500,-0.003856675187228098,0.13827198016123468,1.0613603823827522,1.2043785729630572,-0.11874853454794224,Medium Volatility,Medium Risk,NEUTRAL,0
2013-04-08,5550.5,5569.2001953125,5537.0498046875,5542.9501953125,97000,-0.001854734558591864,0.13319578994155873,1.0593918406024267,1.2043785729630572,-0.12038302209572581,Medium Volatility,Medium Risk,NEUTRAL,0
2013-04-09,5568.75,5603.0498046875,5487.0,5495.10009765625,138200,-0.008632604654596254,0.11874615821648585,1.0502465296682009,1.2043785729630572,-0.1279764077134442,Medium Volatility,Medium Risk,NEUTRAL,0
2013-04-10,5536.25,5569.25,5477.2001953125,5558.7001953125,128600,0.01157396526468668,0.13051077422180463,1.0624020465219384,1.2043785729630572,-0.11788363694633229,Medium Volatility,Medium Risk,NEUTRAL,0
2013-04-11,5601.64990234375,5610.64990234375,5542.85009765625,5594.0,146800,0.006350370310898912,0.1347524829667824,1.0691486929364096,1.2043785729630572,-0.11228187138363811,Medium Volatility,Medium Risk,NEUTRAL,0
2013-04-12,5520.7001953125,5544.5,5494.89990234375,5528.5498046875,127300,-0.011700070667232776,0.13562942704822376,1.056639577675274,1.2043785729630572,-0.12266823622103325,Medium Volatility,Medium Risk,NEUTRAL,0
2013-04-15,5508.5,5592.85009765625,5500.2998046875,5568.39990234375,142900,0.007208056192685941,0.13262822281179892,1.0642558951265733,1.2043785729630572,-0.11634437956808619,Medium Volatility,Medium Risk,NEUTRAL,0
2013-04-16,5562.4501953125,5699.25,5555.85009765625,5688.9501953125,142700,0.0216490006254777,0.15796503614678423,1.0872959716658368,1.2043785729630572,-0.09721411848864878,High Volatility,Medium Risk,NEUTRAL,0
2013-04-17,5708.64990234375,5732.14990234375,5669.0,5688.7001953125,154600,-4.394483892755652e-05,0.15699712201754618,1.0872481906194953,1.2043785729630572,-0.09725379126879793,High Volatility,Medium Risk,NEUTRAL,0
2013-04-18,5682.7001953125,5794.35009765625,5681.85009765625,5783.10009765625,149900,0.0165942832462036,0.1598610349471996,1.1052902950535575,1.2043785729630572,-0.082273364981676,High Volatility,Medium Risk,NEUTRAL,0
2013-04-22,5789.85009765625,5844.85009765625,5789.7998046875,5834.39990234375,135100,0.008870640974775856,0.1585725811018259,1.1150949284338816,1.2043785729630572,-0.07413254148943935,High Volatility,Medium Risk,NEUTRAL,0
2013-04-23,5843.10009765625,5844.2998046875,5791.5498046875,5836.89990234375,132200,0.0004284930827240796,0.15612233535852593,1.1155727388972962,1.2043785729630572,-0.07373581368794821,High Volatility,Medium Risk,NEUTRAL,0
2013-04-25,5856.10009765625,5924.60009765625,5853.2998046875,5916.2998046875,199600,0.013603094737305366,0.16132794452216884,1.1307479805508713,1.2043785729630572,-0.061135754209772346,High Volatility,Medium Risk,NEUTRAL,0
2013-04-26,5899.75,5907.0498046875,5860.5,5871.4501953125,141300,-0.007580685708230228,0.16409451292230354,1.1221761354950992,1.2043785729630572,-0.06825298897980264,High Volatility,Medium Risk,NEUTRAL,0
2013-04-29,5877.60009765625,5918.64990234375,5868.7998046875,5904.10009765625,118900,0.005560790138323224,0.1645152305067235,1.128416321482822,1.2043785729630572,-0.0630717393895094,High Volatility,Medium Risk,NEUTRAL,0
2013-04-30,5932.60009765625,5962.2998046875,5867.7998046875,5930.2001953125,153200,0.004420673298985989,0.163693427364089,1.1334046813853411,1.2043785729630572,-0.0589298856447632,High Volatility,Medium Risk,NEUTRAL,0
2013-05-02,5911.39990234375,6019.4501953125,5910.9501953125,5999.35009765625,162400,0.011660635402900743,0.16706051916657644,1.1466209001389165,1.2043785729630572,-0.047956410152700656,High Volatility,Medium Risk,NEUTRAL,0
2013-05-03,5993.5,6000.2998046875,5930.14990234375,5944.0,145800,-0.009226015610903193,0.17095250464170922,1.136042157814447,1.2043785729630572,-0.05673997917489208,High Volatility,Medium Risk,NEUTRAL,0
2013-05-06,5944.89990234375,5976.5,5928.4501953125,5971.0498046875,110200,0.004550774678246938,0.16190432796958384,1.14121202969965,1.2043785729630572,-0.05244741535711858,High Volatility,Medium Risk,NEUTRAL,0
2013-05-07,5983.4501953125,6050.5,5982.9501953125,6043.5498046875,136400,0.012141918485269576,0.1469075199035242,1.155068533138672,1.2043785729630572,-0.04094230911387828,Medium Volatility,Medium Risk,NEUTRAL,0
2013-05-08,6064.14990234375,6083.5498046875,6024.9501953125,6069.2998046875,122300,0.004260740927464202,0.14388129982010187,1.1599899809118421,1.2043785729630572,-0.03685601275852041,Medium Volatility,Medium Risk,NEUTRAL,0
2013-05-09,6078.35009765625,6084.7001953125,6040.4501953125,6050.14990234375,110000,-0.0031552078427498076,0.14471375812177475,1.1563299714265578,1.2043785729630572,-0.03989493222076212,Medium Volatility,Medium Risk,NEUTRAL,0
2013-05-10,6046.25,6105.2998046875,6045.60009765625,6094.75,111400,0.007371734316693912,0.13647437602491336,1.1648541287583447,1.2043785729630572,-0.03281729274498212,Medium Volatility,Medium Risk,NEUTRAL,0
2013-05-13,6098.2001953125,6104.9501953125,5972.89990234375,5980.4501953125,107900,-0.01875381347676275,0.15845613266585304,1.1430086716999737,1.2043785729630572,-0.050955656834793216,High Volatility,Medium Risk,NEUTRAL,0
2013-05-14,5989.7001953125,6026.2001953125,5970.0498046875,5995.39990234375,119300,0.002499762817683493,0.15819460532001461,1.1458659222777792,1.2043785729630572,-0.04858327107341589,High Volatility,Medium Risk,NEUTRAL,0
2013-05-15,6018.85009765625,6157.10009765625,6018.85009765625,6146.75,153900,0.025244370704460284,0.1652556171172936,1.1747925863973676,1.2043785729630572,-0.024565354473968272,High Volatility,Medium Risk,NEUTRAL,0
2013-05-16,6128.25,6187.2998046875,6128.25,6169.89990234375,158600,0.0037662020325781587,0.16519817442470944,1.1792170926241152,1.2043785729630572,-0.020891670529340895,High Volatility,Medium Risk,NEUTRAL,0
2013-05-17,6172.9501953125,6199.9501953125,6146.14990234375,6187.2998046875,147300,0.0028201271688605978,0.15342239691496698,1.1825426347850092,1.2043785729630572,-0.01813046052814305,Medium Volatility,Medium Risk,NEUTRAL,0
2013-05-20,6198.0,6229.4501953125,6146.0498046875,6156.89990234375,122300,-0.004913274498306808,0.1561794956009748,1.1767324782143596,1.2043785729630572,-0.022954655097094313,High Volatility,Medium Risk,NEUTRAL,0
2013-05-21,6152.35009765625,6180.25,6102.35009765625,6114.10009765625,130600,-0.006951518680887947,0.1533509558944122,1.1685524004096448,1.2043785729630572,-0.029746604064261516,Medium Volatility,Medium Risk,NEUTRAL,0
2013-05-22,6127.0498046875,6147.60009765625,6074.4501953125,6094.5,133800,-0.0032057207672742116,0.1530337383015118,1.1648063477120034,1.2043785729630572,-0.03285696552513109,Medium Volatility,Medium Risk,NEUTRAL,0
2013-05-23,6050.39990234375,6081.4501953125,5955.7001953125,5967.0498046875,198900,-0.020912330020920522,0.17371229777205743,1.140447532958187,1.2043785729630572,-0.053082179839504064,High Volatility,Medium Risk,NEUTRAL,0
2013-05-24,6010.7001953125,6015.2998046875,5936.7998046875,5983.5498046875,161600,0.0027651855674202253,0.16756709549298449,1.1436010820167228,1.2043785729630572,-0.05046377634966328,High Volatility,Medium Risk,NEUTRAL,0
2013-05-27,5989.39990234375,6099.89990234375,5975.5498046875,6083.14990234375,115100,0.016645653651653936,0.17379574381529478,1.1626370695436299,1.2043785729630572,-0.03465812524108037,High Volatility,Medium Risk,NEUTRAL,0
2013-05-28,6086.35009765625,6127.64990234375,6055.39990234375,6111.25,139700,0.004619333422216654,0.17355963356024035,1.1680076778168809,1.2043785729630572,-0.030198889255141158,High Volatility,Medium Risk,NEUTRAL,0
2013-05-29,6120.4501953125,6125.0498046875,6069.7998046875,6104.2998046875,120200,-0.0011372788402536083,0.17356040467551584,1.1666793273996459,1.2043785729630572,-0.03130182353764582,High Volatility,Medium Risk,NEUTRAL,0
2013-05-30,6072.14990234375,6133.75,6072.14990234375,6124.0498046875,194100,0.0032354243126841986,0.1695518690226395,1.1704540300606208,1.2043785729630572,-0.02816767390586664,High Volatility,Medium Risk,NEUTRAL,0
2013-05-31,6098.7001953125,6106.25,5975.5498046875,5985.9501953125,175300,-0.022550373328005135,0.18608764148267892,1.1440598547194856,1.2043785729630572,-0.050082855671513014,High Volatility,Medium Risk,NEUTRAL,0
2013-06-03,5997.35009765625,6011.0,5916.35009765625,5939.2998046875,112100,-0.007793314194550316,0.18760332137675365,1.135143836814285,1.2043785729630572,-0.05748585843605495,High Volatility,Medium Risk,NEUTRAL,0
2013-06-04,5941.10009765625,5981.60009765625,5910.25,5919.4501953125,114500,-0.0033420790375549014,0.18206213710990585,1.1313500963926584,1.2043785729630572,-0.06063581519117482,High Volatility,Medium Risk,NEUTRAL,0
2013-06-05,5908.2998046875,5935.2001953125,5883.7001953125,5923.85009765625,110200,0.0007432957789279548,0.18114650906865845,1.1321910241437967,1.2043785729630572,-0.05993758975773039,High Volatility,Medium Risk,NEUTRAL,0
2013-06-06,5895.0,5956.5498046875,5869.5,5921.39990234375,114200,-0.0004136153467944048,0.1810053865454096,1.131722732560708,1.2043785729630572,-0.06032641399755109,High Volatility,Medium Risk,NEUTRAL,0
2013-06-07,5900.0498046875,5972.7001953125,5871.2998046875,5881.0,118300,-0.006822694465840606,0.17928889858143907,1.1240013341364001,1.2043785729630572,-0.06673751977246652,High Volatility,Medium Risk,NEUTRAL,0
2013-06-10,5907.89990234375,5931.64990234375,5857.39990234375,5878.0,100100,-0.0005101173269852488,0.1676193859504859,1.1234279615803027,1.2043785729630572,-0.06721359313425578,High Volatility,Medium Risk,NEUTRAL,0
2013-06-11,5848.75,5868.0498046875,5780.35009765625,5788.7998046875,180900,-0.01517526289766924,0.17458660821794222,1.1063796469167289,1.2043785729630572,-0.08136887208581575,High Volatility,Medium Risk,NEUTRAL,0
2013-06-12,5771.75,5792.89990234375,5738.60009765625,5760.2001953125,140400,-0.004940507590509791,0.14279699329167383,1.1009135698731511,1.2043785729630572,-0.08590737614615442,Medium Volatility,Medium Risk,NEUTRAL,0
2013-06-13,5709.35009765625,5729.85009765625,5683.10009765625,5699.10009765625,142000,-0.010607287174840163,0.14260670803486408,1.089235863482828,1.2043785729630572,-0.09560341911177538,Medium Volatility,Medium Risk,NEUTRAL,0
2013-06-14,5748.9501953125,5819.39990234375,5739.39990234375,5808.39990234375,124400,0.019178432176063964,0.1631995054394033,1.11012569961437,1.2043785729630572,-0.07825851062494636,High Volatility,Medium Risk,NEUTRAL,0
2013-06-17,5820.39990234375,5854.89990234375,5770.25,5850.0498046875,107200,0.007170632711935632,0.16701533522397224,1.1180860032703852,1.2043785729630572,-0.07164904094928537,High Volatility,Medium Risk,NEUTRAL,0
2013-06-18,5841.89990234375,5863.39990234375,5804.2998046875,5813.60009765625,117500,-0.006230666105106253,0.1667799552800402,1.1111195827072147,1.2043785729630572,-0.07743328580348556,High Volatility,Medium Risk,NEUTRAL,0
2013-06-19,5805.75,5828.39990234375,5777.89990234375,5822.25,115500,0.0014878736408507898,0.16733440402256078,1.1127727882461578,1.2043785729630572,-0.07606062310750632,High Volatility,Medium Risk,NEUTRAL,0
2013-06-20,5754.14990234375,5755.0,5645.64990234375,5655.89990234375,198400,-0.028571445344368618,0.1803765587970385,1.080979261346082,1.2043785729630572,-0.10245890651590019,High Volatility,Medium Risk,NEUTRAL,0
2013-06-21,5639.89990234375,5686.14990234375,5616.85009765625,5667.64990234375,182400,0.002077476653207899,0.18012096305824496,1.0832249705241304,1.2043785729630572,-0.10059428584889234,High Volatility,Medium Risk,NEUTRAL,0
2013-06-24,5638.0498046875,5640.0,5566.25,5590.25,193500,-0.013656436737869537,0.16883643572730408,1.068431977241287,1.2043785729630572,-0.11287696308587537,High Volatility,Medium Risk,NEUTRAL,0
2013-06-25,5606.9501953125,5666.25,5570.25,5609.10009765625,196600,0.0033719596898618143,0.1680321112550862,1.072034686799904,1.2043785729630572,-0.10988561996545305,High Volatility,Medium Risk,NEUTRAL,0
2013-06-26,5627.9501953125,5635.25,5579.35009765625,5588.7001953125,160100,-0.003636929630169039,0.1676568782353654,1.0681357720829123,1.2043785729630572,-0.11312290332844034,High Volatility,Medium Risk,NEUTRAL,0
2013-06-27,5647.9501953125,5699.35009765625,5630.9501953125,5682.35009765625,239000,0.01675700951400083,0.18202470695449935,1.0860345333779504,1.2043785729630572,-0.09826149538176548,High Volatility,Medium Risk,NEUTRAL,0
2013-06-28,5749.5,5852.9501953125,5749.5,5842.2001953125,214400,0.02813098364392963,0.20029747760253047,1.1165857530731482,1.2043785729630572,-0.07289470425724842,High Volatility,Medium Risk,NEUTRAL,0
2013-07-01,5834.10009765625,5904.35009765625,5822.2001953125,5898.85009765625,144800,0.009696672563395348,0.20220346731154493,1.1274129195096507,1.2043785729630572,-0.06390486777264118,High Volatility,Medium Risk,NEUTRAL,0
2013-07-02,5885.5,5898.7998046875,5852.2998046875,5857.5498046875,145700,-0.007001414222266744,0.20335606420292365,1.1195194346606285,1.2043785729630572,-0.07045885754481253,High Volatility,Medium Risk,NEUTRAL,0
2013-07-03,5811.9501953125,5815.0,5760.39990234375,5770.89990234375,160500,-0.01479285797525931,0.20953326189113106,1.1029585426631512,1.2043785729630572,-0.08420942764731246,High Volatility,Medium Risk,NEUTRAL,0
2013-07-04,5794.75,5848.2001953125,5786.0498046875,5836.9501953125,151900,0.011445406104154454,0.21431580183887833,1.1155823510999774,1.2043785729630572,-0.07372783264037984,High Volatility,Medium Risk,NEUTRAL,0
2013-07-05,5889.9501953125,5900.4501953125,5858.4501953125,5867.89990234375,123600,0.005302376411589815,0.2139915251932378,1.1214975886436358,1.2043785729630572,-0.06881638894946003,High Volatility,Medium Risk,NEUTRAL,0
2013-07-08,5833.14990234375,5833.85009765625,5775.5498046875,5811.5498046875,127600,-0.009603111606205639,0.2166821070495371,1.1107277221338006,1.2043785729630572,-0.07775864909224788,High Volatility,Medium Risk,NEUTRAL,0
2013-07-09,5834.60009765625,5864.9501953125,5834.60009765625,5859.0,110400,0.008164809200159828,0.21146344233674294,1.1197966020583512,1.2043785729630572,-0.07022872442558842,High Volatility,Medium Risk,NEUTRAL,0
2013-07-10,5869.89990234375,5879.35009765625,5802.85009765625,5816.7001953125,117500,-0.007219628722904936,0.21242049396999702,1.1117120863463195,1.2043785729630572,-0.07694132783245733,High Volatility,Medium Risk,NEUTRAL,0
2013-07-11,5894.5,5948.85009765625,5887.9501953125,5935.10009765625,120200,0.02035516673855131,0.2191323872775868,1.1343411712291616,1.2043785729630572,-0.05815231465102121,High Volatility,Medium Risk,NEUTRAL,0
2013-07-12,6000.5,6019.0,5951.14990234375,6009.0,127700,0.012451332096813816,0.21341378048280682,1.1484652298632245,1.2043785729630572,-0.04642505633612573,High Volatility,Medium Risk,NEUTRAL,0
2013-07-15,5991.2001953125,6038.2001953125,5980.9501953125,6030.7998046875,116300,0.0036278589927609683,0.21259694141992375,1.152631699775257,1.2043785729630572,-0.04296562090148328,High Volatility,Medium Risk,NEUTRAL,0
2013-07-16,5930.7998046875,5966.0498046875,5910.9501953125,5955.25,151200,-0.012527327574159974,0.21680928147497958,1.1381923048998115,1.2043785729630572,-0.05495470406818327,High Volatility,Medium Risk,NEUTRAL,0
2013-07-17,5972.25,5989.7998046875,5926.75,5973.2998046875,191500,0.003030906290667934,0.21689684490959277,1.1416420591167222,1.2043785729630572,-0.05209036033577733,High Volatility,Medium Risk,NEUTRAL,0
2013-07-18,5984.7001953125,6051.10009765625,5974.5498046875,6038.0498046875,171700,0.010839904594975858,0.18791801200221092,1.1540173501191593,1.2043785729630572,-0.041815110277159215,High Volatility,Medium Risk,NEUTRAL,0
2013-07-19,6057.2001953125,6066.85009765625,6020.25,6029.2001953125,163300,-0.0014656403410467922,0.18865333662304298,1.1523259757365567,1.2043785729630572,-0.043219464705718504,High Volatility,Medium Risk,NEUTRAL,0
2013-07-22,6009.75,6064.14990234375,6004.25,6031.7998046875,115200,0.00043116985516933326,0.1783400836866862,1.1528228239606229,1.2043785729630572,-0.04280692978088686,High Volatility,Medium Risk,NEUTRAL,0
2013-07-23,6064.2998046875,6093.35009765625,6061.2998046875,6077.7998046875,126500,0.007626247801568509,0.17882187125268964,1.1616145364874506,1.2043785729630572,-0.035507138233451696,High Volatility,Medium Risk,NEUTRAL,0
2013-07-24,6032.2001953125,6047.25,5962.60009765625,5990.5,151900,-0.014363718367322642,0.18874067931215138,1.1449294324339567,1.2043785729630572,-0.04936084206715954,High Volatility,Medium Risk,NEUTRAL,0
2013-07-25,5970.39990234375,5990.64990234375,5896.39990234375,5907.5,237100,-0.013855270845505419,0.19157642735096383,1.1290661250485934,1.2043785729630572,-0.06253220507666231,High Volatility,Medium Risk,NEUTRAL,0
2013-07-26,5937.9501953125,5944.5,5869.5,5886.2001953125,174500,-0.003605553057553945,0.1655458115568554,1.124995217229244,1.2043785729630572,-0.06591229495100646,High Volatility,Medium Risk,NEUTRAL,0
2013-07-29,5869.9501953125,5886.0,5825.7998046875,5831.64990234375,173400,-0.009267488559460024,0.16514751739994665,1.1145693369241245,1.2043785729630572,-0.07456894207108036,High Volatility,Medium Risk,NEUTRAL,0
2013-07-30,5836.0498046875,5861.2998046875,5747.60009765625,5755.0498046875,181500,-0.013135235986211136,0.16971187246653466,1.0999292056606313,1.2043785729630572,-0.0867246974059457,High Volatility,Medium Risk,NEUTRAL,0
2013-07-31,5738.35009765625,5752.10009765625,5675.75,5742.0,235500,-0.0022675398355147536,0.16167570059626252,1.0974350723705497,1.2043785729630572,-0.08879558553536955,High Volatility,Medium Risk,NEUTRAL,0
2013-08-01,5776.89990234375,5808.5,5676.85009765625,5727.85009765625,216800,-0.0024642811465952486,0.1558184298745009,1.0947306838120945,1.2043785729630572,-0.09104104939462918,Medium Volatility,Medium Risk,NEUTRAL,0
2013-08-02,5750.0498046875,5761.85009765625,5649.0,5677.89990234375,222500,-0.008720583545463012,0.15636805378664262,1.0851839934241292,1.2043785729630572,-0.09896770186277976,High Volatility,Medium Risk,NEUTRAL,0
2013-08-05,5682.39990234375,5721.0,5661.5,5685.39990234375,197200,0.0013209109228755622,0.15373685934504774,1.0866174248143727,1.2043785729630572,-0.09777751845830672,Medium Volatility,Medium Risk,NEUTRAL,0
2013-08-06,5664.89990234375,5664.89990234375,5521.7998046875,5542.25,216200,-0.025178510712102753,0.17173000727828922,1.0592580163437266,1.2043785729630572,-0.12049413687450411,High Volatility,Medium Risk,NEUTRAL,0
2013-08-07,5549.2998046875,5561.4501953125,5486.85009765625,5519.10009765625,245000,-0.00417698630407326,0.17101059995415047,1.054833510116979,1.2043785729630572,-0.12416782081913148,High Volatility,Medium Risk,NEUTRAL,0
2013-08-08,5510.0498046875,5577.60009765625,5510.0498046875,5565.64990234375,204900,0.008434310641922904,0.15422948117935809,1.0637303036168155,1.2043785729630572,-0.11678078014972776,Medium Volatility,Medium Risk,NEUTRAL,0
2013-08-12,5606.7001953125,5644.10009765625,5557.10009765625,5612.39990234375,195700,0.008399737824025477,0.14938341572998076,1.0726653592826678,1.2043785729630572,-0.10936197026184515,Medium Volatility,Medium Risk,NEUTRAL,0
